data_source,ID,food_name,food_img,recipe_link,serving,category_high_level,category_mid_level,category_low_level,created_date,views,likes,reviews,comments,재료1,재료2,재료3,재료4,재료5,재료6,재료7,재료8,재료9,재료10,재료1_정량,재료2_정량,재료3_정량,재료4_정량,재료5_정량,재료6_정량,재료7_정량,재료8_정량,재료9_정량,재료10_정량,rating
API,752,오징어오곡밥순대,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102016_1416273616990.jpg,"1. 오징어는 다리를 떼 내서 내장과 눈을 제거하고, 데친 취나물은 물기를 짜내고 다진다.
2. 오곡밥에 다진 취나물, 간장, 마늘, 후추, 참기름을 넣어 고루 섞는다.
3. 오징어 몸통에 양념한 밥을 넣어 이쑤시개로 끝을 고정시킨다.
4. 김이 오른 찜통에 오징어를 넣고 3분간 쪄낸다.
5. 소스 재료를 섞어 취나물된장소스를 만든다.
6. 쪄낸 오징어순대를 썰어 접시에 담고 소스를 곁들여 낸다.",1인분,,반찬,찌기,2022-08-12,0,0,0,0,주재료:오징어,오곡밥,데친취나물,간장,다진마늘2.,후추0.,참기름1소스:데쳐서다진취나물,청양고추,간장1.,참기름,30,30,10,3,5,01,5,2,5,1,0.0
API,753,코다리 양념구이,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102018_1416273618224.jpg,"1. 코다리는 배를 갈라 길이로 2등분하여 뼈를 제거한다.
2. 손질한 코다리를 반으로 잘라 안쪽에 누룽지 가루를 묻힌다.
3. 분량의 재료를 섞어 양념장을 만든다.
4. 팬에 기름을 두르고 코다리를 굽는다.
5. 코다리에 양념장을 발라 다시 한번 살짝 굽는다.
6. 다진 홍고추와 실파를 뿌려 마무리한다.",1인분,,반찬,굽기,2022-08-12,0,0,0,0,주재료:코다리,누룽지가루7.,콩기름,다진홍고추,다진실파2양념장:간장,설탕1.,맛술1.,고운고추가루,간양파,다진마늘,50,5,4,2,3,5,25,1,5,1,0.0
API,754,대구버섯구이,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102019_1416273619379.jpg,"1. 대구살에 소금, 흰후추를 뿌려 밑간 한 뒤 찹쌀가루를 가볍게 묻힌다. (a)
2. 버섯과 마늘을 얇게 썬다. (b)
3. 팬에 기름을 두르고 마늘을 볶아 향을 낸 뒤 마늘은 따로 건져두고 버섯을 굽는다. (c)
4. 팬에 기름을 두르고 1을 앞뒤로 노릇하게 굽는다. (d)
5. 분량의 재료를 섞어 소스를 만든다.
6. 접시에 대구, 버섯, 마늘을 켜켜이 담아 소스를 뿌리고 베이비채소를 곁들여 낸다.",1인분,,반찬,굽기,2022-08-12,0,0,0,0,주재료:대구살,소금0.,흰후추0.,찹쌀가루,새송이버섯,마늘,올리브유,베이비채소5소스:마요네즈,와사비갠것,레몬즙,60,3,02,12,40,2,6,4,1,2,0.0
API,755,잔멸치땅콩볶음,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102020_1416273620679.jpg,"1. 멸치를 마른팬에 넣고 볶는다.
2. 살짝 볶아낸 멸치에 올리브유와 맛술을 넣고 부드러워질 때까지 볶는다.
3. 땅콩을 찬물에 20분 담갔다 체에 건져 물기를 뺀다.
4. 건고추는 송송 썬다.
5. 팬에 올리브유, 참기름, 콩기름을 섞어 두르고 다진 마늘을 넣어 향을 낸 후 땅콩과 고추를 넣어 볶는다.
6. 볶은 멸치와 굴소스, 두반장, 물엿을 넣고 고루 섞은 다음 통깨를 뿌려낸다.",1인분,,반찬,볶기,2022-08-12,0,0,0,0,땅콩,잔멸치,맛술2.,올리브유,건홍고추,참기름,콩기름,다진마늘,굴소스0.,두반장,10,10,5,2,1,1,1,1,3,1,0.0
API,1016,밥 샌드위치,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053753_1416213473486.jpg,"1. 맛살을 잘게 다져 마요네즈와 소금을 넣고 버무린다.
2. 오이는 다져서 소금을 뿌려 놓았다가 면보에 짜서 수분을 제거한 뒤 마요네즈에 버무린다.
3. 밥에 소금을 넣어 버무린다.
4. 네모난 플라스틱 통에 랩을 깐다.
5. 4에 밥, 치즈, 밥, 오이나 맛살, 밥 순서로 얹어 꼭꼭 누른다.
6. 랩을 통째로 꺼내 칼로 조심스럽게 썰어 검은깨로 장식한다.",1인분,,일품,기타,2022-08-12,0,0,0,0,맛살,마요네즈,오이,밥,치즈슬라이스,검은깨,,,,,50g,3g,25g,120g,20g,2g,,,,,0.0
API,1017,버섯을 넣은 가지 라자냐,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053754_1416213474657.jpg,"1. 가지에 세로로 칼집을 넣어 소금을 뿌린다.
2. 표고버섯, 느타리버섯은 채 썰고 새송이버섯은 세로로 자른다.
3. 돼지고기를 곱게 다진 뒤 볶는다.
4. 팬에 버터를 넣어 녹으면 밀가루를 넣고 볶아서 루를 만든 뒤 우유를 넣어 화이트소스를 만든다.
5. 오븐용기에 화이트소스를 깔고 그 위에 가지를 올린 뒤 가지 사이에 버섯, 토마토소스, 화이트소스, 버섯을 넣는다.
6. 남은 화이트소스와 치즈, 빵가루 순으로 얹고 180℃로 예열된 오븐에서 윗면이 노릇한 색이 나도록 굽는다.",1인분,,일품,굽기,2022-08-12,0,0,0,0,돼지고기다진것,느타리벗서,표고버섯,새송이버섯,가지,밀가루,버터0.,우유,파마산치즈,모짜렐라치즈,12g,15g,10g,15g,15g,6g,5g,25g,3g,7g,0.0
API,1019,생선찜 채소말이,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053756_1416213476798.jpg,"1. 흰 살 생선을 얇게 포를 떠서 소금과 흰 후춧가루로 밑간을 한 뒤 생선살의 물기를 제거한다.
2. 죽순은 5cm 길이로 채 썬 뒤 끓는 물에 데쳐 소금과 참기름으로 무치고 청, 홍피망은 같은 길이로 채썰어 팬에 볶으면서 소금 간 한다.
3. 건 표고버섯을 불려서 얇게 포를 떠 채 썬 뒤 소금과 참기름으로 무쳐서 볶고 슬라이스 치즈도 같은 길이로 채 썬다.
4. 1의 생선살을 2장씩 겹쳐 놓고 전분을 위에 뿌려 준비한 속 재료를 올려 돌돌 말아준 뒤 겉면에서 전분을 묻혀 찜통에서 8분간 찐다.
5. 믹서에 잣과 물, 설탕, 소금, 레몬즙, 간장을 넣고 뽀얗게 즙이 나도록 소스를 만든다.
6. 완성된 찜에 소스를 곁들여 낸다.",1인분,,반찬,찌기,2022-08-12,0,0,0,0,흰살생선,죽순,청피망,홍피망,건표고버섯,전분,치즈슬라이스,흰후춧가루적당량[소스]잣,,,70g,20g,15g,15g,10g,5g,10g,3g,,,0.0
API,1020,쇠고기말이 쌈밥,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053757_1416213477943.jpg,"1. 소고기는 살코기로 손바닥 크기로 얇게 저며 양념에 재운다.
2. 당근과 양파는 채 썰어 팬에 볶으면서 소금으로 간한다.
3. 오이피클은 물기를 제거하여 채 썰고 깻잎은 깨끗이 씻어 물기를 뺀다.
4. 밥을 고슬고슬하게 지어 밑간을 하고 준비한 당근과 양파, 오이피클을 넣고 잘 섞어 한 입 크기로 뭉쳐 놓는다.
5. 밑간한 소고기를 넓게 펴고 전분을 뿌린 뒤 깻잎을 깔고 준비한 밥을 올려 싼다.
6. 팬에 식용유를 두르고 말아놓은 쌈밥을 굴려가며 소고기가 익을 때 까지 익힌다.",1인분,,밥,굽기,2022-08-12,0,0,0,0,쇠고기살코기,당근,오이피클,양파,깻잎,밥,전분,식용유적당량[밥밑간]깨소금,참기름,소금적당량[쇠고기밑간]간장,40g,10g,10g,15g,10g,50g,6g,2g,2g,2g,0.0
API,1014,밀라노 스타일 포크 커틀렛,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053751_1416213471597.jpg,"1. 돼지고기(등심)을 고기망치로 두드려 1cm 정도 두께로 편다.
2. 돼지등심에 소금, 후추로 간을 한다.
3. 파마산치즈, 빵가루, 건바질, 타임을 섞어 허브 빵가루를 만든다.
4. 고기에 밀가루, 달걀물, 허브 빵가루 순으로 묻힌다.
5. 가열한 팬에 기름을 두르고 커틀렛을 익힌다.
6. 커틀렛이 익으면 기름을 빼고 그릇에 담는다.",1인분,,반찬,튀기기,2022-08-12,0,0,0,0,돼지등심,밀가루,달걀,빵가루4.,바질0.,건타임0.,버터0.,식용유,레몬,파마산치즈,60g,4g,12g,5g,5g,5g,5g,1g,5g,2g,0.0
API,1013,미니 그라탕,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053750_1416213470534.jpg,"1. 껍질을 벗기지 않은 사과와 반을 잘라 껍질을 벗긴 참마를 0.7cm 주사위모양으로 썬다.
2. 사과에 레몬주스, 소금을 넣고 부드러워질 때 까지 익힌 뒤 참마를 넣고 살짝 끓인다.
3. 나머지 참마는 껍질을 벗긴 뒤 토막내 두유, 물엿, 밀가루, 올리브오일과 같이 믹서에 간다.
4. 3이 퓨레 상태가 되면 약 불에서 걸쭉하게 졸인다.
5. 2에 건포도를 섞은 뒤 틀에 담고 4를 펴서 얹고 그 위에 슬라이스 아몬드와 설탕을 뿌린다.
6. 200℃로 예열한 오븐에서 표면이 노릇해 질 때 까지 약 10분 간 굽는다.",1인분,,일품,굽기,2022-08-12,0,0,0,0,사과,참마,레몬주스,건포도,슬라이스아몬드,설탕6g[소스]참마,두유,물엿,밀가루,올리브오일,50g,25g,10g,5g,5g,25g,40g,5g,3g,1g,0.0
API,1012,돼지갈비 볶음,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053749_1416213469472.jpg,"1. 돼지갈비는 4cm 길이로 준비하여 기름기를 제거하고 찬물에 담가 핏물을 뺀다.
2. 1에 굵은 소금을 넣고 주물러 갈비를 연하게 한 뒤 소금을 씻어낸다.
3. 돼지갈비에 칼집을 넣은 뒤 대파, 마늘, 생강을 넣고 끓인 물에 데쳐서 헹군다.
4. 냄비에 기름을 두르고 데쳐낸 갈비를 볶다가 양념장을 붓고 뚜껑을 덮어 서서히 익히면서 볶는다.
5. 갈비에 간이 베이면 센불에서 저어주면서 윤기 나게 볶는다.
6. 접시에 얇게 썬 토마토를 깔고 볶아낸 돼지갈비를 담은 뒤 통깨를 뿌린다.",1인분,,반찬,볶기,2022-08-12,0,0,0,0,돼지갈비,마늘다진것,생강다진것,대파,토마토25g[양념장]간장,물,식초,설탕,,,60g,3g,2g,10g,5g,10g,2g,3g,,,0.0
API,1010,니고랭,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053747_1416213467375.jpg,"1. 팬에 기름을 두르고 홍고추와 마늘을 향이 날 때까지 볶는다.
2. 1에 달걀물을 넣고 달걀이 부드럽게 부풀어 오르도록 기다렸다가 반 정도 익었을 때 가볍게 젓는다.
3. 2에 닭고기, 새우, 양파를 넣고 볶는다.
4. 3에 준비된 스파게티면을 넣고 한 번 볶은 뒤 소야소스를 넣고 면에 간이 충분히 베이도록 볶는다.
5. 면이 볶아지면 청경채, 방울토마토를 넣고 살짝 볶는다.
6. 5에 차갑게 한 버터를 넣어 소스에 윤기와 농도가 나도록 한다.",1인분,,일품,볶기,2022-08-12,0,0,0,0,달걀물,식용유,홍고추,마늘다진것,닭가슴살,새우,양파,청경채,스파게티면,방울토마토,10g,1g,3g,1g,12g,12g,12g,20g,40g,15g,0.0
API,990,산마드래싱과 실곤약 샐러드,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053726_1416213446198.jpg,"1. 비타민과 치커리는 한입 크기로 적당히 뜯어 찬물에 담궈 두었다가 먹기 전에 물기를 제거한다.
2. 믹서에 산마와 우유, 레몬주스, 오렌지주스, 호두, 소금을 넣고 곱게 갈아 드래싱을 만든다.
3. 배는 껍질을 제거하고 4등분 한 뒤 씨를 제거하고 4~5mm 정도의 두께로 슬라이스한다.
4. 팬에 포도주스를 붓고 슬라이스한 배를 넣어 배가 포도색이 되도록 졸인다.
5. 훈제오리가슴살을 얇게 슬라이스 한다.
6. 접시에 5와 4, 실곤약, 야채들을 보기 좋게 담고 드래싱을 끼얹는다.",1인분,,반찬,기타,2022-08-12,0,0,0,0,그린비타민,치커리,배,포도주스,훈제오리가슴살,실곤약20g[산마드래싱]산마,우유,레몬주스,오렌지주스,호두,8g,8g,15g,10g,30g,10g,10g,3g,3g,3g,0.0
API,991,산호두부,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053727_1416213447278.jpg,"1. 두부를 1cm 주사위모양으로 자른다.
2. 1을 뜨거운 물에 넣었다가 꺼내 물기를 제거한다.
3. 당근과 돼지고기를 잘게 다진다.
4. 팬에 고추기름을 두른 뒤 3을 넣고 볶는다.
5. 파, 다진생강, 물, 완두콩, 소금, 두부를 넣고 간이 들도록 졸인다.
6. 물 전분을 넣어 소스의 농도를 맞춘다.",1인분,,반찬,끓이기,2022-08-12,0,0,0,0,두부,돼지고기다진것,당근다진것,고추기름,완두콩,파,생강,물전분,,,35g,15g,10g,2g,10g,5g,3g,10g,,,0.0
API,992,섭산삼,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053728_1416213448480.jpg,"1. 더덕은 껍질을 벗기고 0.3cm 두께로 편 썰어 소금물에 담궈 쓴 맛을 뺀 뒤 면보에 옮겨 밀대로 밀거나 두들겨 얇게 편다.
2. 찹쌀가루는 소금을 넣고 혼합하여 체에 내린다.
3. 2를 3등분 하여 가루녹차와 백년초가루를 각각 섞는다.
4. 3에 더덕을 각각 넣고 앞, 뒤로 꼭꼭 눌러 찹쌀가루를 묻힌다.
5. 170℃의 기름에 2번 튀긴 뒤 기름을 빼고 뜨거울 때 설탕을 약간 뿌린다.
6. 꿀을 곁들여 찍어 먹는다.",1인분,,후식,튀기기,2022-08-12,0,0,0,0,더덕,젖은찹쌀가루,가루녹차,백년초가루,설탕,꿀,튀김기름,,,,40g,30g,2g,2g,1g,5g,8g,,,,0.0
API,993,시금치 돼지고기 볶음,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053729_1416213449527.jpg,"1. 돼지고기는 채 썬 뒤 소금, 물전분을 넣고 양념한다.
2. 양념한 고기를 기름 두른 팬에 볶으면서 달라붙지 않도록 저어준다.
3. 시금치와 부추를 4~5cm 가량으로 썬다.
4. 가열된 팬에 기름을 두르고 파, 생강, 팔각을 넣어 향을 낸다.
5. 4에 2와 간장을 넣고 볶는다.
6. 물 전분을 넣어 농도를 맞춘 뒤 마직막으로 부추, 시금치를 넣는다.",1인분,,반찬,볶기,2022-08-12,0,0,0,0,돼지고기살코기,물전분,시금치,부추,간장,파,생강,식용유,,,40g,10g,25g,10g,5g,5g,3g,2g,,,0.0
API,994,발사믹과 로즈마리로 향을 낸 오븐구이 야채,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053730_1416213450573.jpg,"1. 단호박, 비트, 고구마, 당근은 껍질을 벗긴다.
2. 1을 자연스럽게 2~2.5cm 두께로 썬다.
3. 볼에 2와 발사믹 식초, 꿀, 로즈마리 잎을 넣고 버무린다.
4. 소금, 후추로 간을 한다.
5. 150℃의 예열된 오븐에서 익을 때까지 굽는다.
6. 중간에 뒤집어 주어 고루 익히도록 한다.",1인분,,반찬,굽기,2022-08-12,0,0,0,0,단호박,당근,비트,고구마,꿀,발사믹식초,로즈마리,,,,40g,40g,40g,40g,8g,30g,2g,,,,0.0
API,995,종이에 싸서 구운 도미(파필로테),http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053731_1416213451353.jpg,"1. 도미살에 소금, 후추로 밑간한다.
2. 셀러리, 당근, 대파, 양파, 피망은 채 썰고 브로컬리는 작은 송이로 자르고 레몬 껍질은 얇게 제스트하고 팽이버섯은 밑동을 자른다.
3. 유산지는 반을 접었다가 편 뒤 안쪽에 부드러운 버터를 바른다.
4. 4의 버터를 바른 한 쪽 면에 셀러리, 당근, 대파, 팽이버섯, 양파, 피망, 레몬 제스트를 준비된 분량의 반 정도 놓고 밑간한 도미살을 올린다.
5. 다시 남은 야채들을 도미위에 올리고 유산지의 한 면으로 야채를 덮어주고, 모서리의 뚫린 곳을 접어 봉해준다.
6. 160℃로 예열된 오븐에서 익혀준다.",1인분,,반찬,굽기,2022-08-12,0,0,0,0,도미살,샐러리채친것,당근채친것,대파채친것,양파채친것,피망채친것,브러컬리,레몬제스트,,,65g,3g,3g,3g,6g,5g,5g,1g,,,0.0
API,2993,무염 겉절이,http://www.foodsafetykorea.go.kr/uploadimg/20190409/20190409042946_1554794986601.jpg,"1. 알배추는 세척 후 먹기 좋은 크기로 잘라 물에 담군다.
2. 대파와 풋고추는 어슷썰고 양파는 굵게 채 썬다.
3. 마늘은 곱게 다지고 사과는 믹서에 간다.
4. 사과즙, 다진마늘, 고춧가루, 매실액, 식초를 섞어 겉절이 양념을 만든다.
5. 물에 담궈뒀던 알배추를 건져 물기를 뺀 뒤 넓은 볼에 담는다.
6. 알배추와 양파, 대파, 풋고추, 무청을 겉절이 양념에 골고루 버무린다.",1인분,,반찬,기타,2022-08-12,0,0,0,0,알배추,적양파,대파,풋고추,마늘,무청,고춧가루,매실액,식초,사과,50g,15g,5g,3g,5g,3g,5g,2g,5g,10g,0.0
API,3083,닭가슴살호두크로켓,http://www.foodsafetykorea.go.kr/uploadimg/20200313/20200313023223_1584077543747.jpg,"1. 양파, 대파, 호두, 닭가슴살은 잘게 다진다.
2. ①에 물기를 제거한 두부와 생강, 마늘, 후추를 섞어 반죽한다.
3. 반죽을 쌀가루, 계란물, 빵가루 순으로 묻히고 튀겨 크로켓을 만든다.
4. 믹서에 두부, 두유를 넣고 갈아 두부 마요네즈를 만든다.
5. 순무와 양파는 다지고, 계란은 삶아 다져 준비한다.
6. 두부 마요네즈에 ⑤의 재료와 설탕, 레몬, 식초, 땅콩버터, 후추, 홀그레인, 파슬리가루를 넣어 타르소스를 만든다.",1인분,,반찬,튀기기,2022-08-12,0,0,0,0,닭가슴살,두부,양파12.,대파,호두,땅콩2.,마늘,생강0.,후추0.,설탕3.,80g,20g,5g,5g,5g,5g,2g,5g,3g,8g,0.0
API,3176,누룽지상추샐러드&유자드레싱,http://www.foodsafetykorea.go.kr/uploadimg/20210128/20210128055656_1611824216006.jpg,"1. 로메인 상추를 한 입 크기로 썬다.
2. 파프리카는 사방 0.3cm 크기로 썬다.
3. 누룽지를 튀긴 후 으깬다.
4. 유자청, 레몬즙, 올리브유, 식초, 후추를 섞어 드레싱을 만든다.
5. 로메인 상추 위에 파프리카와 튀긴 누룽지를 고명으로 올린다.
6. 드레싱을 얹어 낸다.",1인분,,반찬,기타,2022-08-12,0,0,0,0,누룽지,로메인상추7.,유자청7.,식용유,올리브유3.,레몬즙,식초,후추0.,,,5g,5g,5g,500g,5g,1g,1g,1g,,,0.0
API,3194,견과류 미숫가루 빵,http://www.foodsafetykorea.go.kr/uploadimg/20210129/20210129052423_1611908663012.jpg,"1. (아몬드우유) 믹서기에 아몬드와 우유를 갈아 아몬드 우유를 만든다.
2. 밀가루, 미숫가루, 이스트, 소금, 달걀, 아몬드 우유를 넣어 손으로 반죽하다가 아몬드, 해바라기씨, 호박씨 넣고 반죽한다.
3. ②이 한 덩어리가 되면 무염버터를 넣어 반죽을 하고 마지막으로 건포도를 넣어 섞는다.
4. ""크기가 2.5배가 될 때까지 1차 발효하고 반죽을 접어 공기를 빼고 3등분으로 나눠 둥글리기 후 10분 정도 중간 발효한다.
★반죽이 달라붙으면 덧가루를 뿌리면서 작업하면 수월해요.""
5. 발효가 끝나면 다시 둥글리기를 해주고 반죽의 매끄러운 면이 위로 가도록 팬닝 후 40~50분 2차 발효 시킨다.
6. ""180℃ 오븐에서 20~25분 동안 구워서 완성시킨 뒤 위에 버터를 바르고 아몬드 슬라이스와 미숫가루로 토핑한다.
★ 버터는 살짝 녹여 사용하세요.""",1인분,,기타,기타,2022-08-12,0,0,0,0,박력분,미숫가루,이스트,소금,달걀,버터,아몬드,해바라기씨,호박씨,,30g,150g,4g,5g,50g,30g,20g,30g,10g,,0.0
API,3223,돼지 함초 덮밥,http://www.foodsafetykorea.go.kr/uploadimg/20210310/20210310093936_1615336776669.jpg,"1. 양파는 채 썰고, 쪽파는 송송 썰고, 레몬은 슬라이스하고, 마늘은 으깨고, 생강은 납작 썰고, 건고추는 굵게 부순다.
2. 중간 불로 달군 마른 팬에 멸치를 넣어 3분간 볶아 수분을 날린 뒤 건함초, 다시마와 함께 믹서에 넣어 곱게 간다.
3. 중간 불로 달군 팬에 식용유(20㎖)와 손질한 향신료를 넣고 3분간 볶아 향유를 만든다.
4. 향유에 참기름과 후춧가루, 곱게 간 멸치가루를 넣어 섞은 뒤 밥에 넣어 고루 섞는다.
5. 중간 불로 달군 팬에 남겨둔 향유(10g)를 두르고 꽈리고추와 돼지고기를 넣어 9분간 구운 뒤 돼지고기는 얇게 한입 크기로 썬다.
6. 그릇에 비빔밥, 구운 돼지고기와 꽈리고추, 손질한 양파, 쪽파, 레몬, 김가루, 고추냉이, 무순, 수란을 올린다.",1인분,,일품,기타,2022-08-12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.0
